r1_fire,r1_gas,r1_water,r1_pir,r2_fire,r2_gas,r2_water,r2_pir,r3_fire,r3_gas,r3_water,r3_pir,r4_fire,r4_gas,r4_water,r4_pir,r5_fire,r5_gas,r5_water,r5_pir,label
0.0,263.64842455599376,103.433361558536,1,0.0,287.4260261381442,100.62898376673446,0,0.0,306.02465521833244,104.52138662521065,0,0.0,337.03895975671384,98.02476051621657,0,0.0,360.54984286086034,95.95092361898674,0,1
0.0,272.34671619746575,99.35106663126845,1,0.0,291.4206321700224,98.1133920655358,1,0.0,307.1728870252163,100.05305937365937,0,0.0,329.12211022449554,97.54148169371774,0,0.0,345.52377499857306,102.93264295252692,0,1
0.0,99.48929661739473,99.02922100779361,0,0.0,98.42457920375028,101.51315345499039,0,0.0,100.01882626695505,104.83709877249153,0,0.0,100.40917479870744,100.30440217213149,0,0.0,96.6247168415985,101.20190082225204,0,0
0.0,103.59747473917277,103.94324301448256,0,0.0,100.02703050333426,96.4234258157661,0,0.0,95.02573112110672,102.0849131294682,0,0.0,94.69321027534706,99.63847438140229,0,0.0,95.23616420632912,98.31822722460318,0,0
0.0,95.9753445782212,104.04754801270806,0,0.0,104.37758231277051,96.48301216633803,0,0.0,104.25438786162994,95.68411770271281,0,0.0,107.72733989315729,103.99580397326494,0,0.0,110.56654701957983,96.06357420600587,0,0
0.0,99.66484714978567,103.79609261981223,0,0.0,103.90018662912559,103.03359823475063,0,0.0,106.4765564223401,102.51400725169925,0,0.0,107.55173514693018,96.16483334923167,0,0.0,101.11372077728552,97.38206936038465,0,0
0.0,101.5539399556901,98.05284618925069,0,0.0,99.37783981370589,98.32686705191227,0,0.0,102.75750583261518,97.37278247354003,0,0.0,105.83175552319199,97.29249647095007,0,0.0,104.79381279407599,97.9480009725308,0,0
0.0,103.4772336762326,95.16880144263129,0,0.0,105.60437985414745,101.27277929673538,0,0.0,102.37480132262856,99.8538740841741,0,0.0,105.29236397587377,95.78721942868486,0,0.0,107.14743794053943,101.3304475894351,0,0
0.0,101.04556479221861,96.77055166698698,0,0.0,103.33793700118183,96.8423646976568,0,0.0,95.93056472027786,96.62681536454096,0,0.0,99.17105337776884,99.73311043989827,0,0.0,90.16033261059943,95.43596899174293,0,0
0.0,96.8078814468325,95.11816557937388,0,0.0,101.54730190269413,104.71565819088093,0,0.0,100.59787737886992,102.343282405411,0,0.0,105.76338985969133,103.12216202902373,0,0.0,100.83276693780233,99.48838339422876,0,0
0.0,237.36345926756343,101.32401463783745,0,0.0,259.91834471728,98.65598091698315,0,0.0,284.0914994653133,95.7578946209231,0,0.0,303.4740615467404,100.23145675540512,1,0.0,327.62132670595815,103.20048910223996,0,1
0.0,102.11268374323444,100.88860882996164,0,0.0,103.2223483105757,95.37674716858258,0,0.0,94.51241997579385,99.01207631944284,0,0.0,95.83614235855362,95.37676819750145,0,0.0,95.70257476914583,103.70934870497426,0,0
0.0,99.22018472130375,103.32819315546254,0,0.0,97.15382213076201,103.55569113221006,0,0.0,101.90497101616971,97.6272516925745,0,0.0,100.39706957822403,98.6030833208042,0,0.0,91.91226529956742,98.67289394448487,0,0
0.0,96.9393939331157,98.6356265635705,0,0.0,98.00840571758725,95.88259985106936,0,0.0,100.97607842074574,95.04252775796957,0,0.0,100.25962389144424,98.23984474309721,0,0.0,104.97565652186317,99.73231331403016,0,0
0.0,102.41878058920797,97.28110151875991,0,0.0,100.87638702248367,104.23674778699845,0,0.0,98.98013851314694,101.49444149096655,0,0.0,92.31592359446499,100.29142854642411,0,0.0,92.51422675083495,99.91570002230296,0,0
0.0,104.64450904901211,104.78139689068652,0,0.0,95.56670737748269,98.39523121138873,0,0.0,97.28970671281468,100.09705272276287,0,0.0,98.46347131017706,96.31224979884277,0,0.0,91.68124731632656,99.1221898816819,0,0
0.0,95.46940931939855,96.15263146162964,0,0.0,104.17816604555748,101.84256625566374,0,0.0,95.90113538962161,99.92946696380989,0,0.0,98.33942361526064,95.89563766210779,0,0.0,97.93125991950284,97.8626781713455,0,0
0.0,98.32922366838278,101.9084933367002,0,0.0,102.92366287241148,102.73064809488535,0,0.0,103.5210643448346,97.87896433453444,0,0.0,96.3943829756561,96.16672871699018,0,0.0,94.22323434643079,99.7634946128356,0,0
0.0,101.40319457750833,104.93426321616357,0,0.0,100.16893894130794,102.48665368608985,0,0.0,100.23650390720576,97.49955948721947,0,0.0,98.3492070841171,104.6478638312184,0,0.0,89.43303683101128,100.64138843827419,0,0
0.0,262.9433566122602,103.44091514093913,0,0.0,277.66018107940334,96.48364073755596,0,0.0,283.1825569343939,101.42926379504816,1,0.0,298.56819573666286,97.0947374216541,0,0.0,307.9575902045245,102.25657106163395,0,1
0.0,103.1044844802963,99.62754401261368,0,0.0,99.17532036007876,103.2397057497508,0,0.0,103.3378199825263,95.51495089840148,0,0.0,104.34227903915422,102.36249508724917,0,0.0,104.18755372151207,98.21288191281847,0,0
0.0,204.58112147114025,101.74231568271153,1,0.0,220.32376315548953,95.4619131094341,1,0.0,249.0066737132279,96.40986588916175,1,0.0,264.3249399094819,102.16195775392009,0,0.0,279.5547764697034,100.17505468013768,1,1
0.0,211.41982035738718,103.83252951871883,1,0.0,242.24983279608304,104.12432773692663,0,0.0,256.89488051021436,99.50968574067142,1,0.0,286.07042532222033,104.64836866237792,0,0.0,302.7120819300935,96.85373379578726,1,1
0.0,101.24327513911443,98.78421847218779,0,0.0,98.43273334316108,102.60921567934663,0,0.0,96.91375982149152,97.01000086372105,0,0.0,92.95919213565409,100.32137068525958,0,0.0,90.06174242963755,96.76136688067234,0,0
0.0,98.69040115188474,100.7813145243188,0,0.0,98.58620651405683,96.89589421248112,0,0.0,101.75681451218476,96.6367674656646,0,0.0,94.33351234846317,95.0233598214874,0,0.0,94.13533613390028,98.5685022701877,0,0
0.0,100.48725531561576,95.1009126505735,0,0.0,104.42086933853892,97.12271680376092,0,0.0,98.97606376933327,104.77039141486732,0,0.0,103.55736522965688,104.89222511464526,0,0.0,108.28688500188142,99.36814114288782,0,0
0.0,101.27091575072679,98.37750434388032,0,0.0,100.73831921304381,96.84682765956556,0,0.0,95.14006622921517,102.47383573284064,0,0.0,97.2591842539457,102.91247015164663,0,0.0,92.03249369703005,97.2031122270839,0,0
0.0,220.50755842098673,100.37505818593647,0,0.0,241.5686993901918,96.70103544089973,0,0.0,273.5959397663068,97.3615945157734,0,0.0,303.1115919670807,100.57938040195006,0,0.0,328.112822647541,102.87826066910569,0,1
0.0,103.83237070539971,104.33785495690871,0,0.0,100.71889399317647,98.92225662409476,0,0.0,93.87708541209936,104.70466452977632,0,0.0,93.69590813561727,99.67174966921844,0,0.0,92.4289006204576,97.3610771364041,0,0
0.0,249.21192094533666,103.24077409760893,0,0.0,271.6437019167438,104.00073029366527,1,0.0,293.8294342829468,104.37200823628866,0,0.0,317.0161706825699,99.56359925019625,0,0.0,340.7391192844108,97.86505150775285,0,1
0.0,97.05907430101819,99.1940041280377,0,0.0,97.14690923593362,102.04054839678538,0,0.0,102.83783731551327,98.19656844743331,0,0.0,100.98424101766386,97.83428318149289,0,0.0,108.51886030766308,95.05755723046838,0,0
0.0,99.9127890095796,96.53678580409587,0,0.0,104.69289573187714,97.42885500137973,0,0.0,102.63745910208986,101.80787668669984,0,0.0,104.72545500476052,95.83666124185277,0,0.0,103.96027654356782,101.11046476753056,0,0
0.0,267.5061610292668,100.89087290108124,1,0.0,280.4232167483517,99.2083576058831,1,0.0,294.94743580908676,104.042268007106,0,0.0,300.3639480142501,97.53148825210488,0,0.0,316.77536206581505,104.2844151116083,1,1
0.0,102.69876202184503,104.14868443868514,0,0.0,101.68254570257601,100.30702321638722,0,0.0,98.20808826087855,95.73290064162398,0,0.0,98.9599070079276,103.73970321706,0,0.0,90.77614257306284,103.932899305713,0,0
0.0,256.85775044168463,102.72165665436216,1,0.0,269.9363708058207,99.33112044249549,0,0.0,276.75350178110045,97.07299239672098,0,0.0,292.62254774402714,95.24325523422013,0,0.0,303.16220542326124,95.35537910998863,1,1
0.0,99.18648316326927,95.61060862221542,0,0.0,98.41506165732602,103.67296057731131,0,0.0,103.11719435138173,102.45749895962221,0,0.0,103.93720108398591,104.58876137516799,0,0.0,104.25250888929014,95.6377581466056,0,0
0.0,103.56581503445405,102.85957249111873,0,0.0,98.53135829822313,100.0263819732209,0,0.0,106.78611930452095,100.15322763169941,0,0.0,100.96959286183518,104.44880698455601,0,0.0,109.07453965477816,97.62315594485072,0,0
0.0,103.85476680660796,95.00299749976,0,0.0,97.78084107222305,97.07686701616493,0,0.0,94.68617242338526,96.07369872147032,0,0.0,95.46337018697133,100.57489062744823,0,0.0,94.7904851522912,97.68790849332748,0,0
0.0,259.5657313403949,100.23276954399077,0,0.0,274.34234528312976,103.62971620660588,0,0.0,292.2970866507844,98.95411450904432,0,0.0,306.6320811544476,98.07765784557354,0,0.0,326.4311846131458,99.5791476366662,0,1
0.0,273.3414149271579,96.37121861738771,1,0.0,298.14540422619945,103.92928108753286,1,0.0,312.3794223767259,98.9398461208986,1,0.0,321.31704701422404,102.19778352095396,0,0.0,338.68067593848804,98.38302118841793,0,1
0.0,223.97139434222055,96.89461674124387,0,0.0,234.5968891308118,96.28772341362138,0,0.0,245.98356088443683,97.07315291024436,0,0.0,267.44580802002855,100.29741570828119,1,0.0,272.7824827382292,97.0190654062486,0,1
0.0,104.61875706883329,101.84526935678012,0,0.0,100.71679256730731,100.2619957914669,0,0.0,95.16855152171809,103.38418163302093,0,0.0,91.49575736756213,103.91033670452734,0,0.0,97.56830976298598,95.45049071529112,0,0
0.0,275.6856625449198,101.6699652599144,0,0.0,296.82547002447666,96.26110186642339,1,0.0,321.22149556004666,101.17701343737184,1,0.0,345.5711829236722,104.11148054016843,1,0.0,365.52637070012895,97.32427864834919,1,1
0.0,221.66777269225085,98.81025514572228,1,0.0,237.21662827032065,104.03685355347874,1,0.0,252.5210029098371,100.76348421180033,0,0.0,278.82922769345015,97.5082288150818,0,0.0,293.5565403856644,97.36654898216548,1,1
0.0,103.99247238619346,103.73522547944918,0,0.0,97.39730620647656,95.74960381997109,0,0.0,102.18647451653786,103.76421486495965,0,0.0,100.38334233750614,104.85398812078745,0,0.0,103.30614040330498,99.17079212729558,0,0
0.0,101.45126025513851,95.44448292922078,0,0.0,97.52429965904008,96.0854431956748,0,0.0,100.63614697547894,100.73974154224258,0,0.0,100.20123745630958,100.30066660490954,0,0.0,103.40388961510868,95.07832266626008,0,0
0.0,100.04458555736188,103.57023462611691,0,0.0,97.76731510996984,99.85001214916682,0,0.0,96.42843284982985,96.77357602636654,0,0.0,101.83023349121049,96.33429821815376,0,0.0,93.63557066827627,98.3079119689838,0,0
0.0,102.08354248728493,96.26353338464972,0,0.0,98.96121627818077,95.6256780503932,0,0.0,91.35307142506723,103.32492929608044,0,0.0,89.41154069200265,97.70191015666367,0,0.0,95.70060328533494,103.86704324972519,0,0
0.0,101.42598156330428,103.9217884234,0,0.0,99.8437865427674,99.04664485808692,0,0.0,98.2505396753414,97.14886981655438,0,0.0,99.81233386197138,99.61257807604824,0,0.0,99.80581520244068,101.85266103135261,0,0
0.0,99.79038799661146,96.89734183120758,0,0.0,102.99571267127408,100.75858812753023,0,0.0,103.11320254348155,99.27782678375333,0,0.0,102.80191251591052,99.13549900002675,0,0.0,101.49910989336371,104.3741465295471,0,0
0.0,292.72038436618703,95.11815858922174,1,0.0,322.35436065739697,101.60876332444786,0,0.0,351.8160582372293,101.66990406453513,0,0.0,372.2518623844562,104.74845505827692,0,0.0,400.73058969062964,100.26954230452372,0,1
0.0,101.38933154933454,97.79097539500667,0,0.0,96.85895210917927,99.91644138191594,0,0.0,107.39757132653278,99.55305215812271,0,0.0,109.26994193168521,104.02392574448173,0,0.0,104.53903384412926,101.25913192587048,0,0
0.0,100.57089305175218,100.57269391060113,0,0.0,97.758064591682,98.7447864868174,0,0.0,102.4160038530224,102.07905197049611,0,0.0,105.76317843229948,101.8480800991865,0,0.0,99.30603834616105,95.66661076467645,0,0
0.0,100.26490206524528,99.24302700533126,0,0.0,97.00988369867105,104.91762828074172,0,0.0,96.81024196061124,101.79456942883623,0,0.0,95.38969536908714,100.06714325607366,0,0.0,96.7009406423988,96.45245279509732,0,0
0.0,103.46233273856554,104.42246300596702,0,0.0,99.97223221062872,96.77266166112119,0,0.0,102.68769879808653,102.63708398277706,0,0.0,102.63903958580228,101.87846790405457,0,0.0,93.0605371948105,101.19356440938125,0,0
0.0,100.73218693813581,97.38275987208797,0,0.0,100.70228592742308,101.47280690824131,0,0.0,100.1285454056731,97.53007932869656,0,0.0,96.60878639993837,101.63722578810544,0,0.0,97.57132314942639,103.47042832910867,0,0
0.0,99.38774690859346,96.32580114457718,0,0.0,97.2798852831897,99.7081867780536,0,0.0,94.56425134470939,103.59749645129082,0,0.0,95.55969812698122,100.4916638222301,0,0.0,98.18948931271055,102.96960021992757,0,0
0.0,101.8141833915237,102.271640043962,0,0.0,100.78036468934317,100.61979091420257,0,0.0,95.68279433126975,104.32276985003146,0,0.0,98.25315386886905,99.21999655814847,0,0.0,92.3396476147777,104.15949968063053,0,0
0.0,103.23769801742468,95.46010719360446,0,0.0,105.43396612303985,99.4908483024889,0,0.0,98.65619301315617,99.84136576260957,0,0.0,100.75358970438539,98.6072606179609,0,0.0,109.15173890018194,99.36493175315435,0,0
0.0,95.43119246042043,98.35906027470288,0,0.0,97.30737301780195,100.15839405075556,0,0.0,97.6079422159492,103.84057896798042,0,0.0,105.1643809812207,101.59836905037555,0,0.0,100.72790541219099,98.85069841131963,0,0
0.0,104.96636418307256,95.71354078045994,0,0.0,104.74346671472323,97.73079372615527,0,0.0,103.46530115935286,104.41879900040075,0,0.0,97.8244160923216,103.58348604170101,0,0.0,103.72231332022284,104.3735884093069,0,0
0.0,100.99332318253616,97.0721726459149,0,0.0,98.57213891586191,98.10321245195603,0,0.0,98.44486379842054,95.01547742269214,0,0.0,99.51699284194419,100.19351005117956,0,0.0,100.34008251492908,97.12157817071528,0,0
0.0,101.9079372402091,99.4901208016778,0,0.0,106.13057381903991,99.69134532492326,0,0.0,102.63937272586487,95.07174791412538,0,0.0,103.06044319933687,103.64179005811113,0,0.0,108.4729805662017,97.8036097720391,0,0
0.0,101.98689767997335,99.19738903196897,0,0.0,105.15573030263951,102.74717250539098,0,0.0,102.91714169048485,96.89791303760308,0,0.0,103.30064519466961,95.81390039241083,0,0.0,105.5709658554522,100.88999918996285,0,0
0.0,104.77805725805278,96.94583312557609,0,0.0,97.30405393721315,97.30001253289272,0,0.0,97.61704656199774,102.48873748347368,0,0.0,105.65440564773075,97.01802669958764,0,0.0,105.89605248932673,102.1135286028308,0,0
0.0,97.94707737970133,104.41515282972819,0,0.0,96.0657283314112,95.9262967168394,0,0.0,101.6246205954013,99.34335236226133,0,0.0,104.32367400534817,99.39476001727158,0,0.0,102.37465298863395,95.84595304879582,0,0
0.0,101.48897098709676,95.25591834869698,0,0.0,102.12835049287692,98.38254213515219,0,0.0,103.42665917215514,103.4978727670088,0,0.0,95.39162201281324,96.49899094637362,0,0.0,95.08724548750858,104.03148683209471,0,0
0.0,254.08219953428596,100.1516339802649,1,0.0,272.2273300363192,96.92247708936549,0,0.0,296.1797294338017,101.20052807403135,1,0.0,312.95014838739326,104.24189152981118,0,0.0,337.33897782518477,99.15322983348297,0,1
0.0,101.28535937959225,103.43903090643573,0,0.0,101.38563693536945,103.93899112442058,0,0.0,101.72459588357002,97.5092912747627,0,0.0,105.73381574274434,102.89762245795127,0,0.0,103.60404612520256,102.59967981396954,0,0
0.0,103.89427726818036,96.29191756603947,0,0.0,98.58182165188809,103.91472235659928,0,0.0,102.10631434626302,95.81445073882624,0,0.0,99.3687330900571,104.97564990599712,0,0.0,99.47091425536154,99.49427626192863,0,0
0.0,98.14103213716106,97.74161379348952,0,0.0,104.2336618289487,103.75059741265697,0,0.0,101.01803485307889,96.63898742768698,0,0.0,96.79494902000567,99.5118434261551,0,0.0,104.0712913263265,96.52695427426978,0,0
0.0,96.76970451791223,99.4536122023014,0,0.0,94.38949288419757,96.60062440152387,0,0.0,94.24871694393377,102.13021789451179,0,0.0,98.3341004152618,100.02303754843743,0,0.0,89.9515874412575,102.62265984126365,0,0
0.0,95.2248005355634,104.96451038081518,0,0.0,96.61081151777867,99.12477661235775,0,0.0,96.18957523278446,96.75557008446583,0,0.0,94.5797339929728,95.61727318078283,0,0.0,90.75245176124855,103.13369601905352,0,0
0.0,204.59586543752653,99.40472177095019,1,0.0,231.6474297388068,100.4470947796743,0,0.0,253.18075296201908,99.11444622556473,1,0.0,265.03404004975187,96.46787204738486,0,0.0,290.9262019955279,100.18699850525593,1,1
0.0,103.05569804989902,102.92262444904482,0,0.0,95.1119781523469,102.62925343115421,0,0.0,95.69859295205386,102.3200567215121,0,0.0,95.19546065885521,98.08848406231529,0,0.0,94.42110071082485,103.52026554361294,0,0
0.0,96.73145038864327,99.56220197171801,0,0.0,103.26459554028486,99.25476934751121,0,0.0,98.41092596380886,95.57436749009642,0,0.0,92.36094644947188,99.6834726940892,0,0.0,97.41855546930442,97.13268078463756,0,0
0.0,102.23902600768295,95.24601276116235,0,0.0,93.3753198204729,100.08599797645128,0,0.0,93.87752350842514,100.23980305657797,0,0.0,95.19597383700668,104.14234533477632,0,0.0,92.34119838672383,98.9949146361294,0,0
0.0,95.71035029079202,102.90034425959611,0,0.0,100.4272189964986,104.7085998825084,0,0.0,102.41868792468158,103.57625690072405,0,0.0,95.68675031317139,101.2272230164682,0,0.0,101.65635898514225,97.64949980492528,0,0
0.0,228.62483911045118,101.34270427976924,1,0.0,249.35453729975424,102.60010558880217,0,0.0,271.2461731406106,100.49291010689542,1,0.0,295.00606742241064,96.96897824870388,1,0.0,307.5580810855681,100.89499773502232,1,1
0.0,104.31144055666704,102.52138741405676,0,0.0,100.70954770640759,100.14127205899594,0,0.0,101.89249664221845,99.09732674250027,0,0.0,102.83677186369793,98.40772694998225,0,0.0,97.47301195609305,102.97556418642282,0,0
0.0,100.38576354654454,102.60607390110636,0,0.0,100.96335774417719,101.33168091138353,0,0.0,94.21399501249454,100.52528869949795,0,0.0,96.35394321587168,104.30021878030784,0,0.0,96.86558319774069,101.25780757362702,0,0
0.0,96.89972854884984,96.28659693858064,0,0.0,97.08329407576022,103.63532305488947,0,0.0,102.86773639031472,96.42817472746019,0,0.0,98.10788642836862,95.58783241166235,0,0.0,99.24701599932497,98.77124185376906,0,0
0.0,104.01432548513692,100.57214812878226,0,0.0,102.49476673214556,103.159689789629,0,0.0,93.48036376198024,97.60530374588936,0,0.0,94.21699109292956,100.76572532644185,0,0.0,93.71898758840048,100.88591976083163,0,0
0.0,101.15774491418479,104.4790630271234,0,0.0,95.02242642992313,98.30817872132216,0,0.0,99.72156826309008,98.43717321730647,0,0.0,99.42710743376261,100.97954276561569,0,0.0,91.3284485570839,100.97926676063506,0,0
0.0,98.07035943805148,96.59939079156634,0,0.0,99.53583420279509,99.13036049342887,0,0.0,103.16979853725942,103.15086006581544,0,0.0,108.66975047670714,101.67884173089469,0,0.0,109.01263221296884,98.31916765100428,0,0
0.0,101.06873452325509,96.85088158447101,0,0.0,104.58672872614542,98.61090050553956,0,0.0,101.3244562505718,98.99554493364184,0,0.0,96.6270116193018,99.79329990853489,0,0.0,100.03067883992806,98.34525162495117,0,0
0.0,99.2930854670343,95.37797479942013,0,0.0,97.46855646983724,102.2205366541787,0,0.0,104.98720847964024,100.21126132479586,0,0.0,99.09652407609983,100.26584366168065,0,0.0,106.2500075920469,98.113617460922,0,0
0.0,95.82372793791183,99.95119007746105,0,0.0,98.6562810228185,96.48919598641828,0,0.0,91.19594474531561,99.83778145506903,0,0.0,93.80178803449306,104.31388263381677,0,0.0,92.40264808415745,95.31769848017758,0,0
0.0,232.22073110005957,101.5279643928283,1,0.0,255.7356464684656,99.00617001534522,0,0.0,289.91418217612403,97.19488280867107,0,0.0,320.6671084178377,100.1010925695357,1,0.0,343.5950856232463,96.95529241409817,1,1
0.0,282.85743205381607,104.09585340443783,0,0.0,299.7181623136486,104.06058469057268,0,0.0,323.2590131388815,96.25120903877037,0,0.0,344.6921376131127,98.10664150686834,1,0.0,370.26194765768633,97.92157101053701,0,1
0.0,103.6035097220639,96.15383484316509,0,0.0,96.10906005799245,100.18920673367474,0,0.0,102.21406523502347,96.6711590330073,0,0.0,97.92604716008833,104.43987131942765,0,0.0,95.97138881331594,97.19604840765169,0,0
0.0,252.3365958533504,101.47478267473726,1,0.0,270.0374453810993,103.2923720784681,0,0.0,293.4691686648813,96.8864967888547,1,0.0,306.2493273593479,99.94128813047377,1,0.0,326.5782440684501,98.54562108610851,1,1
0.0,98.64866236370594,99.85646714221487,0,0.0,104.7541890654213,95.04205507739086,0,0.0,101.80110445571715,95.97869404069293,0,0.0,97.63221376546005,95.3908724281479,0,0.0,99.85981309892868,100.33998239630266,0,0
0.0,98.36766635802424,100.19042529046789,0,0.0,98.33463594048585,103.135559714357,0,0.0,100.99810099354428,97.75013540963114,0,0.0,102.80940567822877,99.49887408886748,0,0.0,95.40061259877741,101.878111586337,0,0
0.0,99.09512848669912,103.05003044172577,0,0.0,97.38341943026415,95.4365777390563,0,0.0,99.24190192163168,96.07961045840796,0,0.0,108.57395620583353,101.05276189682588,0,0.0,102.55027877075811,99.25563260647773,0,0
0.0,101.8292216386957,99.15650161127525,0,0.0,100.33611046906961,95.83354393402738,0,0.0,96.9160496496095,100.51773154652474,0,0.0,101.23629635837541,99.85206993281733,0,0.0,103.12770630993485,101.75365158580964,0,0
0.0,98.14693229712609,95.74808113158468,0,0.0,104.05400270602203,98.3084130743487,0,0.0,99.6046838221293,98.49194712440938,0,0.0,101.13610274104438,98.27093613365253,0,0.0,98.39850046833658,101.9051051126049,0,0
0.0,102.39661771738542,99.72840441919588,0,0.0,100.79176248700733,102.92996018883753,0,0.0,104.10172895532321,100.19163251465261,0,0.0,101.96004737126174,97.72151680729812,0,0.0,110.43144858933167,98.36143274794995,0,0
0.0,98.21557624204806,104.16882555704755,0,0.0,102.87351999125252,97.26703977529797,0,0.0,98.32044761207949,100.69087158920522,0,0.0,95.10029289363895,104.67858589979072,0,0.0,96.57471995059885,102.6357637564904,0,0
0.0,97.63780101118972,99.67815419055293,0,0.0,100.91316409359695,97.08082490847764,0,0.0,101.5773376159452,95.52031163726541,0,0.0,94.22808726164075,98.27282095389941,0,0.0,95.45156242773044,104.4872987154511,0,0
0.0,96.33076091123785,96.8071944406017,0,0.0,97.97128625108016,95.07326792209884,0,0.0,105.07931522887557,98.94059160393105,0,0.0,101.7966019923898,104.62420152619475,0,0.0,99.72433424869695,96.69539313210417,0,0
0.0,104.78429079694054,104.23239192234506,0,0.0,96.70166475936539,99.9092767721442,0,0.0,101.2205435289198,100.30972292687102,0,0.0,100.92818599004622,102.03017730709973,0,0.0,101.50161783421647,96.88451661962667,0,0
0.0,99.50177901516605,100.20423559625505,0,0.0,102.26367923595372,95.75861547387865,0,0.0,99.80866664500492,98.56250635720234,0,0.0,98.1704154490063,98.21586987939574,0,0.0,101.04866140506627,96.21106115705959,0,0
0.0,102.64907079460929,95.36809643351171,0,0.0,95.5563664877838,101.14539477595055,0,0.0,103.78512109178045,100.0899854886381,0,0.0,97.80581167719038,103.2361341495938,0,0.0,103.69921201813938,97.78641349114045,0,0
0.0,102.90700455879347,98.89499173090384,0,0.0,104.01959522667309,97.87209537846263,0,0.0,98.13192023146529,103.10038923951363,0,0.0,102.57904640476976,98.41609878969933,0,0.0,101.11064826507028,98.68377325232547,0,0
0.0,97.75541543343779,97.40534409073615,0,0.0,98.25674586841362,104.3077248067196,0,0.0,107.54189066948092,104.54687522868088,0,0.0,103.71192068750018,100.57059708066446,0,0.0,102.54608857957675,98.6915430892583,0,0
0.0,101.00764595644868,101.23346369070455,0,0.0,103.0076886453961,104.39567720003505,0,0.0,105.81673131793609,103.35582385863758,0,0.0,99.88826827348481,99.4074227429926,0,0.0,105.93239342025576,98.74348824716476,0,0
